gene_id,Product Description ,,FC DOZI/WT,Confidence,PF ID,PF Product Description,Manual Annotation,CITH,DOZI,DOZI/CITH in mosquito and liver stages,,Molecular Function,Biological Process,Cellular Component,Molecular Function,Biological Process,Cellular Component
PBANKA_092760,"conserved Plasmodium protein, unknown function",,,,PF3D7_1120700,"conserved Plasmodium protein, unknown function",unknown function,0,1,1,na,null,null,null,null,null,"integral to membrane, membrane, nucleus"
PBANKA_092820,"conserved Plasmodium protein, unknown function",,,,PF3D7_1120000,"conserved Plasmodium protein, unknown function",unknown function,0,1,1,na,null,null,null,ATP binding,null,cytoplasm
PBANKA_093060,"conserved Plasmodium protein, unknown function",,,,PF3D7_1117400,"conserved Plasmodium protein, unknown function",unknown function,0,1,1,na,null,null,null,null,null,membrane
PBANKA_100320,"conserved Plasmodium protein, unknown function",,,,PF3D7_0405500,"conserved Plasmodium protein, unknown function",unknown function,0,1,1,na,null,null,null,null,null,null
PBANKA_102600,"conserved Plasmodium protein, unknown function",,,,PF3D7_1416700,"conserved Plasmodium protein, unknown function",unknown function,0,1,1,na,null,null,null,null,null,cytoplasm
PBANKA_103140,"conserved Plasmodium protein, unknown function",,,,PF3D7_1411100.1/2,"conserved Plasmodium membrane protein, unknown function",unknown function,0,1,1,na,null,null,null,null,null,"integral to membrane, plasma membrane"
PBANKA_110750,"conserved Plasmodium protein, unknown function",,,,PF3D7_0507900,"conserved Plasmodium protein, unknown function",unknown function,0,1,1,na,null,null,null,null,transport,"integral to membrane, plasma membrane"
PBANKA_111280,"conserved Plasmodium protein, unknown function",,-2.43,0.75,PF3D7_0513100,"conserved Plasmodium protein, unknown function",unknown function,0,1,1,na,null,null,null,null,null,cytoplasm
PBANKA_111410,"conserved Plasmodium protein, unknown function",,-4.23,0.75,PF3D7_0514500,"conserved Plasmodium membrane protein, unknown function",unknown function,0,1,1,na,null,null,null,null,null,membrane
PBANKA_111930,"conserved Plasmodium protein, unknown function",,,,PF3D7_0620100,"conserved Plasmodium protein, unknown function",unknown function,0,1,1,na,null,null,null,null,null,cytoplasm
PBANKA_120530,"conserved Plasmodium protein, unknown function",,,,PF3D7_1007100,"conserved Plasmodium protein, unknown function",unknown function,0,1,1,na,null,null,null,null,null,null
PBANKA_122170,"conserved Plasmodium protein, unknown function",,,,PF3D7_0711100,"conserved Plasmodium membrane protein, unknown function",unknown function,0,1,1,na,null,null,null,null,null,null
PBANKA_123370,"conserved Plasmodium protein, unknown function",,,,PF3D7_0518900,"conserved Plasmodium protein, unknown function",unknown function,0,1,1,na,null,null,null,null,null,cytoplasm
PBANKA_123470,"conserved Plasmodium protein, unknown function",,,,PF3D7_0519900,"conserved Plasmodium protein, unknown function",unknown function,0,1,1,na,null,null,null,null,null,apicoplast
PBANKA_123810,"conserved Plasmodium protein, unknown function",,,,PF3D7_0523300,"conserved Plasmodium protein, unknown function",unknown function,0,1,1,na,null,null,null,null,null,null
PBANKA_123840,"conserved Plasmodium protein, unknown function",,,,PF3D7_0523600,"conserved Plasmodium protein, unknown function",unknown function,0,1,1,na,null,null,null,null,null,cytoplasm
PBANKA_123870,"conserved Plasmodium protein, unknown function",,,,PF3D7_0523900,"conserved Plasmodium membrane protein, unknown function",unknown function,0,1,1,na,null,null,null,G-protein coupled receptor activity,G-protein coupled receptor signaling pathway,"integral to membrane, membrane"
PBANKA_131290,"conserved Plasmodium protein, unknown function",,,,,,unknown function,0,1,1,na,null,null,null,na,na,na
PBANKA_131610,"conserved Plasmodium protein, unknown function",,,,PF3D7_1452400,"conserved Plasmodium protein, unknown function",unknown function,0,1,1,na,null,null,null,null,null,"cytoplasm, nucleus"
PBANKA_131940,"conserved Plasmodium protein, unknown function",,,,PF3D7_1455700,"conserved Plasmodium protein, unknown function",unknown function,0,1,1,na,null,null,null,null,null,cytoplasm
PBANKA_132190,"conserved Plasmodium protein, unknown function",,,,PF3D7_1458200,"conserved Plasmodium protein, unknown function",unknown function,0,1,1,na,null,null,null,null,null,null
PBANKA_132240,"conserved Plasmodium protein, unknown function",,,,PF3D7_1458700,"conserved Plasmodium protein, unknown function",unknown function,0,1,1,na,null,null,null,null,regulation of cell shape,mitochondrion
PBANKA_132880,"conserved Plasmodium protein, unknown function",,,,PF3D7_1465400,"conserved Plasmodium protein, unknown function",unknown function,0,1,1,na,null,null,null,null,null,null
PBANKA_133910,"conserved Plasmodium protein, unknown function",,,,PF3D7_1323900,"conserved Plasmodium protein, unknown function","Ca2+ binding, prot-prot interaction",0,1,1,na,null,null,null,null,protein transport,"cytoplasm, nucleus"
PBANKA_134110,"conserved Plasmodium protein, unknown function",,,,PF3D7_1326000,"conserved Plasmodium protein, unknown function",unknown function,0,1,1,na,null,null,null,null,null,null
PBANKA_134420,"conserved Plasmodium protein, unknown function",,,,PF3D7_1329200,"conserved Plasmodium protein, unknown function",unknown function,0,1,1,na,null,null,null,nucleotide binding,null,cytoplasm
PBANKA_135170,"conserved Plasmodium protein, unknown function",,,,PF3D7_1338000,"conserved Plasmodium membrane protein, unknown function",unknown function,0,1,1,na,null,null,null,null,null,"integral to membrane, membrane"
PBANKA_136020,"conserved Plasmodium protein, unknown function",,-2.25,0.74,PF3D7_1347400,"conserved Plasmodium protein, unknown function",unknown function,0,1,1,na,null,null,null,null,null,"integral to membrane, plasma membrane"
PBANKA_136360,"conserved Plasmodium protein, unknown function",,,,PF3D7_1350800,"conserved Plasmodium protein, unknown function",unknown function,0,1,1,na,null,null,null,null,null,null
PBANKA_140290,"conserved Plasmodium protein, unknown function",,,,PF3D7_1304400,"conserved Plasmodium protein, unknown function",unknown function,0,1,1,na,null,null,null,null,null,null
PBANKA_141010,"conserved Plasmodium protein, unknown function",,-6.66,0.75,PF3D7_1311600,"conserved Plasmodium protein, unknown function",unknown function,0,1,1,na,null,null,null,null,null,membrane
PBANKA_141350,"conserved Plasmodium protein, unknown function",,,,PF3D7_1315000,"conserved Plasmodium protein, unknown function",unknown function,0,1,1,na,null,null,null,null,null,"integral to membrane, membrane"
PBANKA_142920,"conserved Plasmodium protein, unknown function",,-3.32,0.75,PF3D7_1213400,"conserved Plasmodium protein, unknown function",galactose metabolism,0,1,1,na,null,null,null,protein binding,null,"cytoplasm, nucleus"
PBANKA_143060,"conserved Plasmodium protein, unknown function",,,,PF3D7_1214800,"conserved Plasmodium protein, unknown function",unknown function,0,1,1,na,null,null,null,null,null,apicoplast
PBANKA_143580,"conserved Plasmodium protein, unknown function",,-1.96,0.73,PF3D7_1220600,"conserved Plasmodium protein, unknown function",unknown function,0,1,1,na,null,null,null,null,null,"apicoplast, membrane"
PBANKA_144780,"conserved Plasmodium protein, unknown function",,,,PF3D7_1233100,"conserved protein, unknown function",unknown function,0,1,1,KO not successful,null,null,null,null,null,null
PBANKA_145220,"conserved Plasmodium protein, unknown function",,,,PF3D7_1237600,"rRNA processing WD-repeat protein, putative",RNA,0,1,1,na,null,null,null,null,null,"cytoplasm, nucleus"
PBANKA_145550,"conserved Plasmodium protein, unknown function",,,,PF3D7_1242100,"conserved Plasmodium protein, unknown function",unknown function,0,1,1,na,null,null,null,null,null,null
PBANKA_061530,"conserved Plasmodium protein, unknown function",,-3.55,0.75,PF3D7_0717600,"conserved Plasmodium protein, unknown function",unknown function,1,0,1,na,binding,null,null,,,
PBANKA_101870,"conserved Plasmodium protein, unknown function",,,,PF3D7_1425900,"conserved Plasmodium protein, unknown function",transcription,1,0,1,na,binding,null,null,,,
PBANKA_103890,"conserved Plasmodium protein, unknown function",,,,PF3D7_1403100,"conserved Plasmodium protein, unknown function",chromatin,1,0,1,na,binding,null,null,,,
PBANKA_134700,"conserved Plasmodium protein, unknown function",,-1.99,0.72,PF3D7_1332200,"conserved Plasmodium protein, unknown function",unknown function,1,0,1,na,"DNA binding, alkylbase DNA N-glycosylase activity",base-excision repair,null,,,
PBANKA_131310,"conserved Plasmodium protein, unknown function",,-3.93,0.75,PF3D7_1449400,"DNA replication related protein, putative",DNA replication,1,0,1,na,"DNA binding, nuclease activity, protein binding",DNA metabolic process,null,,,
PBANKA_146240,"cutA, putative",,,,PF3D7_1249500,"cutA, putative","protein binding, response to ion",0,1,1,na,null,response to metal ion,null,,,
PBANKA_021130,"cysteine desulfurase, putative (NFS)",,,,PF3D7_0727200,"cysteine desulfurase, putative (NFS)",thiamine (vitB1) metabolism,0,1,1,na,null,metabolic process,null,,,
PBANKA_146070,"dipeptidyl peptidase 2, putative (DPAP2)",,,,PF3D7_1247800,"dipeptidyl peptidase 2, putative (DPAP2)",post-translational modification,0,1,1,na,cysteine-type peptidase activity,proteolysis,null,,,
PBANKA_092300,"DNA-dependent RNA polymerase, putative",,,,PF3D7_1125300,DNA-dependent RNA polymerase,transcription,0,1,1,na,"DNA binding, DNA-directed RNA polymerase activity","transcription, DNA-dependent",null,,,
PBANKA_040720,"dual-specificity protein phosphatase, putative (YVH1)",,,,PF3D7_0309000,dual specificity phosphatase (YVH1),phosphatase,0,1,1,na,protein tyrosine/serine/threonine phosphatase activity,protein dephosphorylation,null,,,
PBANKA_052420,early transcribed membrane protein (SEP2),,,,,,early transcribed membrane protein (ETRAMP),0,1,1,"KO not successful; (tagged) different in fertilization, ookinete, oocyst, sporozoite and liver stage",null,null,null,null,null,null
PBANKA_103190,"eukaryotic translation initiation factor 2 gamma subunit, putative",,,,PF3D7_1410600,"eukaryotic translation initiation factor 2 gamma subunit, putative",translation,0,1,1,na,"GTP binding, GTPase activity",null,null,,,
PBANKA_133430,"exported protein 2, putative (EXP2)",,,,PF3D7_1471100,exported protein 2 (EXP2),trafficking,0,1,1,(tagged) different in sporozoite and liver stage,null,null,null,null,null,symbiont-containing vacuole membrane
PBANKA_124710,fam-b protein,,,,,,unknown function,0,1,1,na,null,null,null,na,na,na
PBANKA_131070,"glutaminyl-peptide cyclotransferase, putative",,-2.08,0.74,PF3D7_1446900,"glutaminyl-peptide cyclotransferase, putative",,0,1,1,na,null,null,null,null,null,"apicoplast, membrane"
PBANKA_130970,"helicase, putative",,,,PF3D7_1445900,"DEAD/DEAH box ATP-dependent RNA helicase, putative",mRNA,0,1,1,na,"ATP binding, ATP-dependent helicase activity, helicase activity, nucleic acid binding",null,null,,,
PBANKA_071840,"histone acetyltransferase, putative (HAT1)",,,,PF3D7_0416400,"histone acetyltransferase, putative (HAT1)",chromatin modifying proteins,0,1,1,na,histone acetyltransferase activity,chromatin modification,null,,,
PBANKA_136440,"inner membrane complex protein 1f, putative (IMC1F, ALV6)",,-2.42,0.73,PF3D7_1351700,"alveolin, putative (ALV6)",gliding motility,0,1,1,na,null,null,null,transferase activity,null,inner membrane complex
PBANKA_093890,"IWS1-like protein, putative",,,,PF3D7_1108000,"IWS1-like protein, putative",transcription,0,1,1,na,null,null,null,null,null,null
PBANKA_050420,"large subunit rRNA processing RRM protein, putative",,,,PF3D7_1020000,"large subunit rRNA processing RRM protein, putative",RNA,0,1,1,na,nucleic acid binding,null,null,,,
PBANKA_030440,merozoite surface protein 4/5 (MSP4/5),,,,PF3D7_0207000,merozoite surface protein 4 (MSP4),contaminant,0,1,1,na,null,null,null,null,null,integral to membrane
PBANKA_010300,"mitochondrial ribosomal protein L41 precursor, putative",,,,PF3D7_0604200,"mitochondrial ribosomal protein L41 precursor, putative",ribosome mito,0,1,1,na,null,null,null,null,null,null
PBANKA_131830,"mitochondrial ribosomal protein S11 precursor, putative",,,,PF3D7_1454600,"mitochondrial ribosomal protein S11 precursor, putative",ribosome mito,0,1,1,na,null,null,null,structural constituent of ribosome,translation,"mitochondrion, organellar small ribosomal subunit"
PBANKA_122690,"mitogen-activated protein kinase organizer 1, putative",,,,PF3D7_0803300,"mitogen-activated protein kinase organizer 1, putative (PfMORG1)",kinase,0,1,1,na,null,null,null,null,null,null
PBANKA_030720,"monocarboxylate transporter, putative",,,,PF3D7_0210300,"monocarboxylate transporter, putative",glycolysis,0,1,1,na,null,null,null,monocarboxylic acid transmembrane transporter activity,monocarboxylic acid transport,membrane
PBANKA_020410,"N-terminal acetyltransferase, putative",,,,PF3D7_0109500,"N-acetyltransferase, putative",chromatin modifying proteins,0,1,1,na,N-acetyltransferase activity,metabolic process,null,,,
PBANKA_135060,"nuclear movement protein, putative",,,,PF3D7_1336800,"nuclear movement protein, putative",microtubule,0,1,1,na,null,null,null,null,null,null
PBANKA_041630,"nucleoporin NUP100/NSP100, putative",,-1.63,0.7,PF3D7_0905100,"nucleoporin NUP100/NSP100, putative (NUP100)",RNA,0,1,1,na,null,null,null,null,null,"nuclear pore, nucleus"
PBANKA_010740,"ornithine aminotransferase, putative (OAT)",,,,PF3D7_0608800,ornithine aminotransferase (OAT),AA metabolism,0,1,1,na,"pyridoxal phosphate binding, transaminase activity",null,null,,,
PBANKA_093170,"peptidyl-prolyl cis-trans isomerase, putative (CYP19C)",,,,PF3D7_1116300,peptidyl-prolyl cis-trans isomerase (CYP19C),chaperone,0,1,1,na,peptidyl-prolyl cis-trans isomerase activity,null,null,,,
PBANKA_051620,"phosphatidyl inositol glycan, class A, putative",,,,PF3D7_1032400,"N-acetylglucosaminyl-phosphatidylinositol biosynthetic protein, putative",GPI,0,1,1,na,null,"GPI anchor biosynthetic process, biosynthetic process",null,,,
PBANKA_112810,phospholipase (PL),,,,PF3D7_0629300,"phosphatidylcholine-sterol acyltransferase precursor, putative (PL)",utilization phospholipids,0,1,1,different in sporozoite and liver stage,phosphatidylcholine-sterol O-acyltransferase activity,lipid metabolic process,null,,,
PBANKA_020460,"photosensitized INA-labeled protein 1, putative",,,,PF3D7_0109000,"photosensitized INA-labeled protein 1, PhIL1, putative",gliding motility,0,1,1,na,null,null,null,null,null,null
PBANKA_122250,plasmepsin X,,,,PF3D7_0808200,plasmepsin X,"plasmepsin, protease",0,1,1,KO not successful,aspartic-type endopeptidase activity,proteolysis,null,,,
PBANKA_000110,"Plasmodium exported protein, unknown function",,,,,,,0,1,1,na,null,null,null,,,
PBANKA_011090,"PP-loop family protein, putative",,,,PF3D7_0612600,"PP-loop family protein, putative",translation,0,1,1,na,ATP binding,tRNA processing,null,,,
PBANKA_111420,"ribose 5-phosphate epimerase, putative",,-4.29,0.75,PF3D7_0514600,"ribose 5-phosphate epimerase, putative",glycolysis,0,1,1,na,ribose-5-phosphate isomerase activity,"pentose-phosphate shunt, non-oxidative branch",null,,,
PBANKA_113630,"RNA-binding protein, putative",,-1.66,0.71,PF3D7_1360100,"RNA binding protein, putative",mRNA,0,1,1,na,nucleic acid binding,null,null,,,
PBANKA_051240,"rrna-processing protein ebp2, putative (EBP2)",,,,PF3D7_1028300,"nucleolar preribosomal assembly protein, putative",ribosome assembly,0,1,1,na,null,null,null,null,null,null
PBANKA_040780,"SECIS-binding protein 2, putative (SBP2)",,,,PF3D7_0309700,"SECIS-binding protein 2, putative (SBP2); ribosomal protein l7ae, putative",ribosome,0,1,1,na,null,null,null,null,null,null
PBANKA_103780,secreted ookinete adhesive protein (SOAP),,-3.26,0.75,PF3D7_1404300,secreted ookinete adhesive protein (SOAP),adhesin,0,1,1,"different in fertilization, ookinete, oocyst, sporozoite and liver stage",null,null,null,null,null,apicoplast
